sale_id,transaction_id,line_number,customer_id,product_id,transaction_date,quantity,unit_price,discount_amount,tax_amount,payment_method,channel,store_id
STG-0005849,TXN-0004059,1,CUST-00041,PROD-0006,2022-06-12,5,985.19,0.0,482.75,PayPal,Online,
STG-0005850,TXN-0004059,2,CUST-00041,PROD-0096,2022-06-12,2,64.87,12.97,7.03,PayPal,Online,
STG-0005851,TXN-0004059,3,CUST-00041,PROD-0034,2022-06-12,2,53.05,5.3,9.56,PayPal,Online,
STG-0005852,TXN-0004060,1,CUST-00041,PROD-0034,2022-07-21,4,52.58,0.0,14.64,Credit Card,Online,
STG-0005853,TXN-0004061,1,CUST-00164,PROD-0015,2022-10-08,5,779.55,0.0,285.69,Credit Card,In-Store,STORE-002
STG-0005854,TXN-0004062,1,CUST-00311,PROD-0095,2022-03-07,1,11.42,0.57,0.7,Debit Card,Online,
STG-0005855,TXN-0004063,1,CUST-00497,PROD-0065,2022-07-07,3,111.43,0.0,23.97,PayPal,Mobile App,
STG-0005856,TXN-0004064,1,CUST-00186,PROD-0076,2024-08-17,3,38.87,0.0,9.67,Debit Card,Mobile App,
STG-0005857,TXN-0004065,1,CUST-00104,PROD-0093,2022-02-19,5,27.01,0.0,10.91,Apple Pay,In-Store,STORE-001
STG-0005858,TXN-0004066,1,CUST-00042,PROD-0043,2023-11-25,2,158.45,0.0,23.89,PayPal,Mobile App,
STG-0005859,TXN-0004067,1,CUST-00132,PROD-0071,2022-07-31,3,88.2,0.0,17.21,Apple Pay,Online,
STG-0005860,TXN-0004068,1,CUST-00258,PROD-0007,2023-06-17,3,735.05,441.03,161.67,Credit Card,In-Store,STORE-004
STG-0005861,TXN-0004069,1,CUST-00089,PROD-0029,2024-10-24,4,80.03,16.01,30.38,Apple Pay,Online,
STG-0005862,TXN-0004070,1,CUST-00443,PROD-0088,2024-04-02,1,22.08,2.21,1.98,Cash,Online,
STG-0005863,TXN-0004071,1,CUST-00120,PROD-0083,2023-11-11,5,38.37,0.0,14.62,PayPal,In-Store,STORE-006
STG-0005864,TXN-0004072,1,CUST-00082,PROD-0043,2023-01-22,2,163.67,32.73,18.85,PayPal,In-Store,STORE-008
STG-0005865,TXN-0004072,2,CUST-00082,PROD-0046,2023-01-22,1,148.3,0.0,12.26,PayPal,In-Store,STORE-008
STG-0005866,TXN-0004073,1,CUST-00112,PROD-0061,2022-11-04,3,136.45,0.0,31.78,Debit Card,Online,
STG-0005867,TXN-0004074,1,CUST-00450,PROD-0001,2024-08-25,4,900.8,0.0,288.87,Credit Card,Mobile App,
STG-0005868,TXN-0004075,1,CUST-00237,PROD-0034,2022-11-29,2,53.12,0.0,6.43,Credit Card,Online,
STG-0005869,TXN-0004075,2,CUST-00237,PROD-0031,2022-11-29,1,54.85,2.74,4.35,Credit Card,Online,
STG-0005870,TXN-0004075,3,CUST-00237,PROD-0087,2022-11-29,2,18.71,3.74,3.14,Credit Card,Online,
STG-0005871,TXN-0004076,1,CUST-00233,PROD-0037,2022-02-27,1,73.11,0.0,5.77,Cash,In-Store,STORE-009
STG-0005872,TXN-0004077,1,CUST-00071,PROD-0029,2023-04-02,2,78.44,0.0,11.64,Debit Card,In-Store,STORE-009
STG-0005873,TXN-0004077,2,CUST-00071,PROD-0058,2023-04-02,1,40.01,0.0,3.92,Debit Card,In-Store,STORE-009
STG-0005874,TXN-0004078,1,CUST-00092,PROD-0090,2024-06-07,2,19.25,5.77,1.98,Cash,Mobile App,
STG-0005875,TXN-0004079,1,CUST-00038,PROD-0034,2022-10-26,3,50.27,0.0,14.89,Cash,In-Store,STORE-007
STG-0005876,TXN-0004080,1,CUST-00164,PROD-0014,2023-11-02,5,1423.91,0.0,481.94,Credit Card,Online,
STG-0005877,TXN-0004081,1,CUST-00473,PROD-0044,2023-08-14,1,167.16,0.0,11.69,Cash,In-Store,STORE-005
STG-0005878,TXN-0004082,1,CUST-00069,PROD-0082,2023-06-08,1,47.28,0.0,4.65,Debit Card,Mobile App,
STG-0005879,TXN-0004083,1,CUST-00382,PROD-0063,2022-11-20,4,46.14,0.0,12.48,Debit Card,Mobile App,
STG-0005880,TXN-0004083,2,CUST-00382,PROD-0087,2022-11-20,1,18.69,0.93,1.14,Debit Card,Mobile App,
STG-0005881,TXN-0004084,1,CUST-00054,PROD-0097,2024-04-12,1,64.65,6.47,3.58,PayPal,In-Store,STORE-009
STG-0005882,TXN-0004084,2,CUST-00054,PROD-0085,2024-04-12,1,36.87,3.69,3.23,PayPal,In-Store,STORE-009
STG-0005883,TXN-0004085,1,CUST-00039,PROD-0068,2022-01-21,1,464.4,0.0,44.9,PayPal,In-Store,STORE-007
STG-0005884,TXN-0004086,1,CUST-00031,PROD-0057,2024-10-22,2,49.61,0.0,7.76,Credit Card,In-Store,STORE-004
STG-0005885,TXN-0004086,2,CUST-00031,PROD-0007,2024-10-22,1,756.91,0.0,75.3,Credit Card,In-Store,STORE-004
STG-0005886,TXN-0004087,1,CUST-00464,PROD-0099,2022-10-05,1,78.25,0.0,5.66,Debit Card,In-Store,STORE-004
STG-0005887,TXN-0004087,2,CUST-00464,PROD-0047,2022-10-05,1,120.52,12.05,6.61,Debit Card,In-Store,STORE-004
STG-0005888,TXN-0004088,1,CUST-00321,PROD-0025,2023-12-09,2,334.85,66.97,49.94,Credit Card,Online,
STG-0005889,TXN-0004089,1,CUST-00158,PROD-0075,2024-10-07,4,93.24,74.59,19.83,Credit Card,Online,
STG-0005890,TXN-0004090,1,CUST-00207,PROD-0037,2024-10-30,1,75.12,3.76,5.68,Credit Card,In-Store,STORE-008
STG-0005891,TXN-0004091,1,CUST-00480,PROD-0066,2023-04-14,4,475.7,285.42,144.99,Credit Card,In-Store,STORE-006
STG-0005892,TXN-0004092,1,CUST-00253,PROD-0066,2024-03-20,1,461.53,0.0,33.45,Cash,Online,
STG-0005893,TXN-0004092,2,CUST-00253,PROD-0053,2024-03-20,5,29.9,0.0,12.69,Cash,Online,
STG-0005894,TXN-0004092,3,CUST-00253,PROD-0088,2024-03-20,2,21.17,0.0,2.7,Cash,Online,
STG-0005895,TXN-0004093,1,CUST-00242,PROD-0036,2022-06-10,2,30.82,3.08,3.65,PayPal,In-Store,STORE-008
STG-0005896,TXN-0004094,1,CUST-00457,PROD-0053,2022-08-21,1,30.09,0.0,1.93,Debit Card,Online,
STG-0005897,TXN-0004095,1,CUST-00363,PROD-0061,2023-03-15,1,137.64,0.0,13.7,Credit Card,In-Store,STORE-006
STG-0005898,TXN-0004096,1,CUST-00164,PROD-0075,2022-10-01,1,93.01,0.0,8.87,Credit Card,Online,
STG-0005899,TXN-0004097,1,CUST-00035,PROD-0085,2022-06-06,1,36.11,3.61,2.19,Credit Card,In-Store,STORE-004
STG-0005900,TXN-0004098,1,CUST-00222,PROD-0048,2022-05-20,5,232.03,0.0,100.41,Cash,Online,
STG-0005901,TXN-0004099,1,CUST-00369,PROD-0073,2023-03-18,2,148.04,0.0,26.53,Apple Pay,Mobile App,
STG-0005902,TXN-0004100,1,CUST-00179,PROD-0025,2022-02-05,5,342.7,257.02,127.93,Debit Card,Mobile App,
STG-0005903,TXN-0004101,1,CUST-00330,PROD-0095,2024-05-17,1,10.96,1.1,0.86,PayPal,In-Store,STORE-002
STG-0005904,TXN-0004102,1,CUST-00292,PROD-0047,2024-11-27,1,122.8,6.14,9.36,Credit Card,In-Store,STORE-008
STG-0005905,TXN-0004102,2,CUST-00292,PROD-0080,2024-11-27,1,16.85,2.53,1.21,Credit Card,In-Store,STORE-008
STG-0005906,TXN-0004103,1,CUST-00141,PROD-0004,2023-09-06,1,892.06,0.0,58.66,PayPal,Online,
STG-0005907,TXN-0004104,1,CUST-00422,PROD-0030,2024-08-29,1,211.51,31.73,13.44,Apple Pay,Mobile App,
STG-0005908,TXN-0004104,2,CUST-00422,PROD-0057,2024-08-29,1,50.67,2.53,4.64,Apple Pay,Mobile App,
STG-0005909,TXN-0004105,1,CUST-00242,PROD-0091,2024-03-26,3,33.78,15.2,6.65,Credit Card,Mobile App,
STG-0005910,TXN-0004106,1,CUST-00447,PROD-0060,2022-08-07,4,34.3,0.0,10.9,Debit Card,Mobile App,
STG-0005911,TXN-0004107,1,CUST-00055,PROD-0095,2023-06-08,3,11.3,3.39,1.97,PayPal,Mobile App,
STG-0005912,TXN-0004108,1,CUST-00464,PROD-0057,2022-01-14,1,50.44,0.0,4.89,Debit Card,In-Store,STORE-004
STG-0005913,TXN-0004109,1,CUST-00089,PROD-0057,2024-06-14,1,51.14,5.11,3.75,Credit Card,In-Store,STORE-003
STG-0005914,TXN-0004110,1,CUST-00358,PROD-0021,2024-10-29,3,164.54,0.0,40.5,PayPal,Online,
STG-0005915,TXN-0004110,2,CUST-00358,PROD-0086,2024-10-29,1,21.96,1.1,1.55,PayPal,Online,
STG-0005916,TXN-0004110,3,CUST-00358,PROD-0034,2024-10-29,2,52.19,0.0,10.33,PayPal,Online,
STG-0005917,TXN-0004111,1,CUST-00237,PROD-0093,2023-05-23,2,25.69,5.14,4.21,Credit Card,Online,
STG-0005918,TXN-0004111,2,CUST-00237,PROD-0096,2023-05-23,1,67.13,0.0,4.65,Credit Card,Online,
STG-0005919,TXN-0004112,1,CUST-00104,PROD-0060,2022-07-29,2,33.55,6.71,5.4,Apple Pay,In-Store,STORE-005
STG-0005920,TXN-0004113,1,CUST-00239,PROD-0076,2022-08-22,2,40.61,4.06,5.54,Credit Card,In-Store,STORE-003
STG-0005921,TXN-0004114,1,CUST-00127,PROD-0084,2024-07-15,1,37.6,3.76,2.97,Apple Pay,In-Store,STORE-005
STG-0005922,TXN-0004115,1,CUST-00306,PROD-0022,2023-03-22,1,107.82,0.0,7.7,Debit Card,In-Store,STORE-009
STG-0005923,TXN-0004116,1,CUST-00397,PROD-0068,2023-08-07,1,446.74,0.0,41.23,PayPal,In-Store,STORE-006
STG-0005924,TXN-0004116,2,CUST-00397,PROD-0006,2023-08-07,2,985.24,98.52,147.97,PayPal,In-Store,STORE-006
STG-0005925,TXN-0004117,1,CUST-00026,PROD-0058,2022-07-20,1,40.66,0.0,3.23,Debit Card,In-Store,STORE-006
STG-0005926,TXN-0004118,1,CUST-00475,PROD-0025,2022-01-27,1,342.79,0.0,29.16,Debit Card,In-Store,STORE-006
STG-0005927,TXN-0004119,1,CUST-00218,PROD-0028,2024-07-07,2,133.65,13.37,18.55,Credit Card,In-Store,STORE-006
STG-0005928,TXN-0004120,1,CUST-00229,PROD-0045,2022-10-28,4,99.86,0.0,38.55,Debit Card,In-Store,STORE-007
STG-0005929,TXN-0004120,2,CUST-00229,PROD-0052,2022-10-28,2,37.75,0.0,5.46,Debit Card,In-Store,STORE-007
STG-0005930,TXN-0004121,1,CUST-00065,PROD-0071,2024-12-24,1,86.21,0.0,7.14,Credit Card,In-Store,STORE-001
STG-0005931,TXN-0004122,1,CUST-00082,PROD-0013,2023-07-24,1,1467.32,0.0,124.6,Cash,In-Store,STORE-002
STG-0005932,TXN-0004123,1,CUST-00110,PROD-0058,2023-06-28,1,38.93,0.0,3.23,Credit Card,In-Store,STORE-010
STG-0005933,TXN-0004124,1,CUST-00423,PROD-0028,2023-08-15,2,131.36,0.0,19.41,PayPal,Online,
STG-0005934,TXN-0004125,1,CUST-00252,PROD-0064,2022-04-13,5,19.28,14.46,6.62,Credit Card,Mobile App,
STG-0005935,TXN-0004126,1,CUST-00161,PROD-0072,2024-10-14,4,298.62,0.0,73.26,Credit Card,In-Store,STORE-005
STG-0005936,TXN-0004127,1,CUST-00084,PROD-0063,2022-01-02,1,47.12,0.0,4.32,Credit Card,Online,
STG-0005937,TXN-0004127,2,CUST-00084,PROD-0081,2022-01-02,4,37.94,0.0,11.31,Credit Card,Online,
STG-0005938,TXN-0004128,1,CUST-00422,PROD-0042,2022-11-30,1,103.83,5.19,6.03,Debit Card,In-Store,STORE-008
STG-0005939,TXN-0004128,2,CUST-00422,PROD-0083,2022-11-30,1,38.83,0.0,2.75,Debit Card,In-Store,STORE-008
STG-0005940,TXN-0004129,1,CUST-00121,PROD-0052,2024-11-02,1,38.07,3.81,2.12,Credit Card,In-Store,STORE-001
STG-0005941,TXN-0004129,2,CUST-00121,PROD-0057,2024-11-02,1,50.33,0.0,3.96,Credit Card,In-Store,STORE-001
STG-0005942,TXN-0004130,1,CUST-00478,PROD-0074,2024-06-02,2,142.45,0.0,20.43,Apple Pay,Mobile App,
STG-0005943,TXN-0004131,1,CUST-00179,PROD-0003,2024-07-15,1,388.19,58.23,31.75,PayPal,In-Store,STORE-008
STG-0005944,TXN-0004132,1,CUST-00233,PROD-0074,2023-06-21,1,137.91,6.9,10.9,Credit Card,In-Store,STORE-004
STG-0005945,TXN-0004132,2,CUST-00233,PROD-0070,2023-06-21,1,445.92,0.0,43.97,Credit Card,In-Store,STORE-004
STG-0005946,TXN-0004133,1,CUST-00222,PROD-0039,2022-07-19,1,32.84,0.0,2.22,Credit Card,In-Store,STORE-009
STG-0005947,TXN-0004134,1,CUST-00339,PROD-0015,2024-12-14,1,787.16,118.07,44.68,Credit Card,In-Store,STORE-001
STG-0005948,TXN-0004135,1,CUST-00364,PROD-0016,2024-06-25,1,1414.67,70.73,111.32,Debit Card,In-Store,STORE-003
STG-0005949,TXN-0004136,1,CUST-00057,PROD-0094,2024-02-11,1,28.7,2.87,2.33,Cash,Mobile App,
STG-0005950,TXN-0004137,1,CUST-00324,PROD-0077,2022-01-27,2,87.14,8.71,16.48,Credit Card,In-Store,STORE-010
STG-0005951,TXN-0004138,1,CUST-00042,PROD-0022,2022-05-31,1,108.88,10.89,6.53,PayPal,Online,
STG-0005952,TXN-0004139,1,CUST-00222,PROD-0044,2022-12-22,1,162.47,16.25,9.76,Credit Card,Mobile App,
STG-0005953,TXN-0004139,2,CUST-00222,PROD-0067,2022-12-22,3,305.53,183.32,52.04,Credit Card,Mobile App,
STG-0005954,TXN-0004140,1,CUST-00378,PROD-0088,2023-12-06,1,20.85,2.09,1.39,PayPal,Mobile App,
STG-0005955,TXN-0004140,2,CUST-00378,PROD-0008,2023-12-06,1,391.25,0.0,29.81,PayPal,Mobile App,
STG-0005956,TXN-0004141,1,CUST-00368,PROD-0033,2022-07-04,1,41.77,0.0,3.87,Credit Card,In-Store,STORE-007
STG-0005957,TXN-0004141,2,CUST-00368,PROD-0092,2022-07-04,1,24.39,0.0,2.16,Credit Card,In-Store,STORE-007
STG-0005958,TXN-0004142,1,CUST-00089,PROD-0002,2022-08-09,4,914.3,365.72,214.7,Credit Card,Mobile App,
STG-0005959,TXN-0004142,2,CUST-00089,PROD-0030,2022-08-09,1,212.96,0.0,17.43,Credit Card,Mobile App,
STG-0005960,TXN-0004143,1,CUST-00216,PROD-0097,2023-03-04,1,64.5,0.0,5.62,Debit Card,Online,
STG-0005961,TXN-0004144,1,CUST-00324,PROD-0069,2022-10-24,3,452.87,0.0,128.39,Apple Pay,Mobile App,
STG-0005962,TXN-0004145,1,CUST-00201,PROD-0035,2023-10-21,2,35.53,0.0,4.83,Debit Card,Online,
STG-0005963,TXN-0004146,1,CUST-00096,PROD-0012,2023-07-12,1,1423.84,71.19,91.03,Credit Card,Online,
STG-0005964,TXN-0004146,2,CUST-00096,PROD-0005,2023-07-12,1,976.38,0.0,78.8,Credit Card,Online,
STG-0005965,TXN-0004147,1,CUST-00017,PROD-0034,2024-05-03,1,50.78,0.0,3.34,Debit Card,Online,
STG-0005966,TXN-0004148,1,CUST-00015,PROD-0091,2023-05-23,3,34.14,5.12,8.02,Debit Card,In-Store,STORE-001
STG-0005967,TXN-0004148,2,CUST-00015,PROD-0051,2023-05-23,1,169.75,16.98,10.78,Debit Card,In-Store,STORE-001
STG-0005968,TXN-0004148,3,CUST-00015,PROD-0080,2023-05-23,1,16.59,0.0,1.29,Debit Card,In-Store,STORE-001
STG-0005969,TXN-0004149,1,CUST-00421,PROD-0094,2024-04-18,5,29.78,7.45,12.01,Credit Card,In-Store,STORE-003
STG-0005970,TXN-0004150,1,CUST-00146,PROD-0050,2023-07-24,2,176.87,35.37,31.07,PayPal,In-Store,STORE-003
STG-0005971,TXN-0004150,2,CUST-00146,PROD-0029,2023-07-24,3,79.96,0.0,15.75,PayPal,In-Store,STORE-003
STG-0005972,TXN-0004151,1,CUST-00336,PROD-0060,2023-08-25,2,34.51,0.0,5.53,Apple Pay,In-Store,STORE-002
STG-0005973,TXN-0004152,1,CUST-00324,PROD-0093,2023-04-22,2,25.64,5.13,2.83,Cash,Mobile App,
STG-0005974,TXN-0004153,1,CUST-00364,PROD-0086,2022-07-22,1,22.02,0.0,1.56,Debit Card,In-Store,STORE-004
STG-0005975,TXN-0004154,1,CUST-00422,PROD-0011,2022-11-26,1,1297.42,129.74,102.27,Credit Card,In-Store,STORE-005
STG-0005976,TXN-0004155,1,CUST-00226,PROD-0078,2022-02-12,1,16.42,0.0,1.5,Credit Card,In-Store,STORE-006
STG-0005977,TXN-0004155,2,CUST-00226,PROD-0064,2022-02-12,3,18.91,0.0,5.39,Credit Card,In-Store,STORE-006
STG-0005978,TXN-0004156,1,CUST-00464,PROD-0093,2023-02-07,2,26.13,5.23,2.95,Credit Card,In-Store,STORE-007
STG-0005979,TXN-0004157,1,CUST-00179,PROD-0021,2022-04-27,1,166.0,0.0,11.28,Credit Card,Online,
STG-0005980,TXN-0004158,1,CUST-00410,PROD-0061,2022-08-31,1,137.53,0.0,11.41,Cash,In-Store,STORE-006
STG-0005981,TXN-0004159,1,CUST-00137,PROD-0091,2022-02-09,1,34.96,0.0,3.35,Credit Card,Mobile App,
STG-0005982,TXN-0004160,1,CUST-00218,PROD-0050,2022-08-07,1,177.91,35.58,10.42,Debit Card,In-Store,STORE-010
STG-0005983,TXN-0004160,2,CUST-00218,PROD-0057,2022-08-07,1,50.05,0.0,3.44,Debit Card,In-Store,STORE-010
STG-0005984,TXN-0004161,1,CUST-00321,PROD-0012,2024-01-19,5,1436.75,0.0,642.92,Apple Pay,Online,
STG-0005985,TXN-0004162,1,CUST-00454,PROD-0037,2022-03-25,4,73.24,0.0,27.24,Debit Card,In-Store,STORE-010
STG-0005986,TXN-0004163,1,CUST-00185,PROD-0041,2023-10-19,5,158.91,39.73,62.6,Credit Card,Online,
STG-0005987,TXN-0004164,1,CUST-00339,PROD-0096,2022-07-11,2,67.39,0.0,11.75,Credit Card,Mobile App,
STG-0005988,TXN-0004164,2,CUST-00339,PROD-0037,2022-07-11,1,77.3,0.0,5.93,Credit Card,Mobile App,
STG-0005989,TXN-0004165,1,CUST-00057,PROD-0055,2023-07-17,1,136.09,0.0,8.7,PayPal,Online,
STG-0005990,TXN-0004166,1,CUST-00134,PROD-0076,2024-08-12,1,40.55,0.0,4.01,Credit Card,Mobile App,
STG-0005991,TXN-0004167,1,CUST-00368,PROD-0026,2022-09-09,1,94.44,0.0,7.38,Debit Card,Mobile App,
STG-0005992,TXN-0004168,1,CUST-00321,PROD-0057,2024-01-15,1,49.66,0.0,4.44,Credit Card,Online,
STG-0005993,TXN-0004169,1,CUST-00223,PROD-0081,2022-12-25,1,37.81,1.89,3.21,Credit Card,In-Store,STORE-006
STG-0005994,TXN-0004170,1,CUST-00355,PROD-0090,2024-05-16,1,19.36,0.97,1.57,Credit Card,Mobile App,
STG-0005995,TXN-0004170,2,CUST-00355,PROD-0071,2024-05-16,5,85.11,0.0,39.26,Credit Card,Mobile App,
STG-0005996,TXN-0004170,3,CUST-00355,PROD-0076,2024-05-16,1,40.65,2.03,3.4,Credit Card,Mobile App,
STG-0005997,TXN-0004171,1,CUST-00449,PROD-0022,2024-02-08,1,113.39,0.0,9.0,Apple Pay,In-Store,STORE-009
STG-0005998,TXN-0004171,2,CUST-00449,PROD-0096,2024-02-08,1,66.36,0.0,5.77,Apple Pay,In-Store,STORE-009
STG-0005999,TXN-0004172,1,CUST-00466,PROD-0022,2023-03-08,1,113.11,11.31,8.91,Apple Pay,In-Store,STORE-010
STG-0006000,TXN-0004173,1,CUST-00233,PROD-0084,2022-04-04,4,37.69,30.15,10.89,Debit Card,In-Store,STORE-009
STG-0006001,TXN-0004174,1,CUST-00233,PROD-0036,2022-09-16,1,30.85,0.0,2.99,Cash,In-Store,STORE-006
STG-0006002,TXN-0004174,2,CUST-00233,PROD-0095,2022-09-16,2,11.13,0.0,1.51,Cash,In-Store,STORE-006
STG-0006003,TXN-0004175,1,CUST-00490,PROD-0080,2024-07-19,3,16.6,0.0,3.19,Credit Card,In-Store,STORE-008
STG-0006004,TXN-0004175,2,CUST-00490,PROD-0082,2024-07-19,1,48.88,0.0,3.82,Credit Card,In-Store,STORE-008
STG-0006005,TXN-0004175,3,CUST-00490,PROD-0032,2024-07-19,2,84.98,17.0,14.26,Credit Card,In-Store,STORE-008
STG-0006006,TXN-0004176,1,CUST-00041,PROD-0053,2024-08-20,2,29.26,8.78,3.73,Credit Card,Online,
STG-0006007,TXN-0004177,1,CUST-00041,PROD-0070,2022-04-06,1,429.18,21.46,34.6,PayPal,In-Store,STORE-010
STG-0006008,TXN-0004178,1,CUST-00493,PROD-0083,2023-11-20,1,38.25,0.0,2.59,Apple Pay,In-Store,STORE-001
STG-0006009,TXN-0004179,1,CUST-00492,PROD-0019,2022-05-13,3,932.32,0.0,250.99,PayPal,Online,
STG-0006010,TXN-0004180,1,CUST-00171,PROD-0097,2023-11-01,3,64.35,9.65,12.06,Apple Pay,In-Store,STORE-001
STG-0006011,TXN-0004180,2,CUST-00171,PROD-0092,2023-11-01,1,24.18,0.0,2.39,Apple Pay,In-Store,STORE-001
STG-0006012,TXN-0004180,3,CUST-00171,PROD-0036,2023-11-01,1,29.74,0.0,1.91,Apple Pay,In-Store,STORE-001
STG-0006013,TXN-0004181,1,CUST-00354,PROD-0087,2023-10-25,1,19.61,0.98,1.47,Cash,Online,
STG-0006014,TXN-0004182,1,CUST-00225,PROD-0060,2024-07-06,1,34.21,0.0,2.23,Debit Card,In-Store,STORE-010
STG-0006015,TXN-0004182,2,CUST-00225,PROD-0055,2024-07-06,2,137.91,13.79,19.83,Debit Card,In-Store,STORE-010
STG-0006016,TXN-0004183,1,CUST-00368,PROD-0040,2022-02-04,2,73.95,0.0,9.56,Credit Card,In-Store,STORE-006
STG-0006017,TXN-0004184,1,CUST-00292,PROD-0065,2023-10-03,3,112.59,0.0,32.88,Debit Card,Mobile App,
STG-0006018,TXN-0004185,1,CUST-00339,PROD-0080,2022-12-21,2,16.37,0.0,2.64,Debit Card,In-Store,STORE-010
STG-0006019,TXN-0004186,1,CUST-00176,PROD-0050,2022-07-21,2,171.92,17.19,23.12,Debit Card,Mobile App,
STG-0006020,TXN-0004187,1,CUST-00185,PROD-0071,2022-07-16,1,85.28,0.0,7.87,Credit Card,In-Store,STORE-008
STG-0006021,TXN-0004188,1,CUST-00105,PROD-0078,2023-03-14,5,15.78,3.95,7.27,Debit Card,Online,
STG-0006022,TXN-0004189,1,CUST-00194,PROD-0079,2024-04-04,2,59.68,5.97,9.24,Debit Card,Online,
STG-0006023,TXN-0004189,2,CUST-00194,PROD-0009,2024-04-04,3,713.76,107.06,181.53,Debit Card,Online,
STG-0006024,TXN-0004190,1,CUST-00233,PROD-0090,2024-10-06,1,19.37,1.94,1.48,Debit Card,In-Store,STORE-002
STG-0006025,TXN-0004190,2,CUST-00233,PROD-0054,2024-10-06,1,54.09,5.41,4.29,Debit Card,In-Store,STORE-002
STG-0006026,TXN-0004191,1,CUST-00465,PROD-0035,2022-06-16,1,36.27,0.0,2.63,Credit Card,In-Store,STORE-001
STG-0006027,TXN-0004192,1,CUST-00480,PROD-0034,2023-06-16,2,50.11,0.0,8.7,Credit Card,In-Store,STORE-005
STG-0006028,TXN-0004193,1,CUST-00343,PROD-0057,2023-05-12,1,49.55,0.0,3.73,PayPal,Mobile App,
STG-0006029,TXN-0004194,1,CUST-00410,PROD-0092,2023-02-10,2,24.48,0.0,4.24,Debit Card,In-Store,STORE-008
STG-0006030,TXN-0004194,2,CUST-00410,PROD-0046,2023-02-10,1,140.39,7.02,9.89,Debit Card,In-Store,STORE-008
STG-0006031,TXN-0004195,1,CUST-00465,PROD-0082,2022-09-04,3,47.9,21.55,8.7,Credit Card,Online,
STG-0006032,TXN-0004195,2,CUST-00465,PROD-0017,2022-09-04,1,942.77,47.14,63.48,Credit Card,Online,
STG-0006033,TXN-0004196,1,CUST-00031,PROD-0056,2024-11-29,1,45.64,4.56,2.61,Credit Card,In-Store,STORE-003
STG-0006034,TXN-0004196,2,CUST-00031,PROD-0100,2024-11-29,2,39.68,0.0,6.62,Credit Card,In-Store,STORE-003
STG-0006035,TXN-0004197,1,CUST-00035,PROD-0084,2024-09-08,2,37.33,7.47,4.51,Credit Card,Online,
STG-0006036,TXN-0004198,1,CUST-00355,PROD-0031,2024-09-24,1,52.43,2.62,3.04,Credit Card,Mobile App,
STG-0006037,TXN-0004199,1,CUST-00465,PROD-0058,2022-01-12,4,39.11,0.0,10.24,Cash,In-Store,STORE-005
STG-0006038,TXN-0004200,1,CUST-00097,PROD-0033,2022-12-11,2,42.81,0.0,6.19,Credit Card,Mobile App,
STG-0006039,TXN-0004201,1,CUST-00185,PROD-0050,2024-12-25,1,177.94,17.79,13.19,Apple Pay,In-Store,STORE-004
STG-0006040,TXN-0004201,2,CUST-00185,PROD-0084,2024-12-25,1,37.41,0.0,3.43,Apple Pay,In-Store,STORE-004
STG-0006041,TXN-0004202,1,CUST-00378,PROD-0084,2023-03-20,1,38.57,0.0,3.46,PayPal,In-Store,STORE-005
STG-0006042,TXN-0004203,1,CUST-00499,PROD-0033,2022-02-20,1,41.77,4.18,3.73,Credit Card,Mobile App,
STG-0006043,TXN-0004204,1,CUST-00363,PROD-0094,2023-01-23,1,29.82,2.98,2.51,Apple Pay,Online,
STG-0006044,TXN-0004205,1,CUST-00054,PROD-0067,2022-04-02,2,306.01,0.0,38.97,Credit Card,Online,
STG-0006045,TXN-0004205,2,CUST-00054,PROD-0047,2022-04-02,1,120.45,0.0,8.13,Credit Card,Online,
STG-0006046,TXN-0004205,3,CUST-00054,PROD-0058,2022-04-02,1,38.75,0.0,2.91,Credit Card,Online,
STG-0006047,TXN-0004206,1,CUST-00323,PROD-0068,2022-07-13,4,452.16,0.0,175.47,Credit Card,In-Store,STORE-001
STG-0006048,TXN-0004206,2,CUST-00323,PROD-0063,2022-07-13,1,46.64,0.0,3.54,Credit Card,In-Store,STORE-001
STG-0006049,TXN-0004206,3,CUST-00323,PROD-0057,2022-07-13,1,50.69,0.0,4.41,Credit Card,In-Store,STORE-001
STG-0006050,TXN-0004207,1,CUST-00324,PROD-0058,2022-01-27,1,38.93,0.0,3.36,Debit Card,In-Store,STORE-006
STG-0006051,TXN-0004207,2,CUST-00324,PROD-0027,2022-01-27,2,149.89,14.99,21.06,Debit Card,In-Store,STORE-006
STG-0006052,TXN-0004208,1,CUST-00218,PROD-0087,2024-08-15,2,19.67,0.0,3.63,Credit Card,In-Store,STORE-010
STG-0006053,TXN-0004208,2,CUST-00218,PROD-0062,2024-08-15,1,112.39,5.62,10.54,Credit Card,In-Store,STORE-010
STG-0006054,TXN-0004208,3,CUST-00218,PROD-0022,2024-08-15,1,108.08,0.0,7.98,Credit Card,In-Store,STORE-010
STG-0006055,TXN-0004209,1,CUST-00146,PROD-0083,2023-07-19,1,37.67,1.88,3.25,Debit Card,Online,
STG-0006056,TXN-0004210,1,CUST-00461,PROD-0095,2023-09-22,4,11.07,4.43,3.79,Debit Card,Online,
STG-0006057,TXN-0004211,1,CUST-00171,PROD-0096,2024-02-11,1,65.57,0.0,6.48,Credit Card,Online,
STG-0006058,TXN-0004212,1,CUST-00108,PROD-0045,2024-05-26,1,98.24,0.0,7.42,Debit Card,Online,
